Data,open ,high,low ,close ,volume
2024.08.16,3713.64,3768.68,3697.42,3757.18,9899
2024.08.19,3758.13,3760.5,3711.15,3719.3,5988
2024.08.20,3717.25,3756.64,3710.9,3725.6,8314
2024.08.21,3724.95,3737.17,3701.48,3725.15,7119
2024.08.22,3723.1,3727.95,3683.57,3705.6,7127
2024.08.23,3704.5,3722.4,3690.86,3696.05,5464
2024.08.26,3693.15,3732.98,3692.7,3718.25,5547
2024.08.27,3717.65,3719.5,3693.46,3716.15,5059
2024.08.28,3715.42,3723.61,3681.39,3690.7,5973
2024.08.29,3690.73,3718.11,3680.45,3708.45,5761
2024.08.30,3707.35,3715.51,3691.22,3699.6,4084
2024.09.02,3695.13,3701.58,3677.45,3677.55,3069
2024.09.03,3679.03,3715.59,3669.74,3714.3,5644
2024.09.04,3713.65,3727.98,3686.16,3709.22,7922
2024.09.05,3709.65,3750.19,3708.37,3733.7,5960
2024.09.06,3732.65,3767.96,3718.15,3743.65,8863
2024.09.09,3741.94,3764.1,3726.92,3760.96,5535
2024.09.10,3761.4,3783.38,3752.07,3782.65,4138
2024.09.11,3781.81,3795.38,3761.08,3761.08,4788
2024.09.12,3761.75,3819.7,3758.51,3806.1,7804
2024.09.13,3804.75,3854.37,3800.21,3844.8,6828
2024.09.16,3844.05,3857.07,3818.91,3824.75,5703
2024.09.17,3823.75,3830.6,3792.29,3803,5588
2024.09.18,3800.95,3816.42,3772.3,3780.09,6739
2024.09.19,3781.1,3802.17,3769.29,3795.85,5102
2024.09.20,3794.8,3856.12,3794.55,3849.32,6863
2024.09.23,3849.43,3853.27,3835.35,3844,3042
2024.09.24,3843.15,3867.53,3825.52,3854.8,7238
2024.09.25,3854.05,3901.52,3845.95,3893.9,7130
2024.09.26,3892.35,3901.49,3863.81,3875.15,5817
2024.09.27,3874.95,3886.85,3820.12,3850.85,10937
2024.09.30,3848.85,3853.69,3792.16,3808.44,8266
2024.10.01,3808.15,3893.45,3805.05,3869.15,11581
2024.10.02,3867.4,3870.07,3833.65,3858.77,6422
2024.10.03,3860.2,3887.9,3851.7,3879.69,5292
2024.10.04,3881.85,3926.76,3874.01,3905.55,8181
2024.10.07,3897.05,3920.3,3880.66,3910.45,6589
2024.10.08,3907.3,3937.31,3867.3,3884.25,11698
2024.10.09,3883.74,3899.06,3874.5,3878.93,4432
2024.10.10,3881.65,3909.85,3877.25,3900.8,4606
2024.10.11,3900.35,3937.73,3898.41,3935.45,4355
2024.10.14,3936.47,3962.35,3925.44,3937.5,7280
2024.10.15,3934.65,3978.95,3933.4,3970.46,5530
2024.10.16,3971.9,4023.75,3971.5,4010.5,6591
2024.10.17,4008.8,4028.8,3995.42,4021.2,5437
2024.10.18,4018.9,4060.45,4018.31,4057.6,4559
2024.10.21,4054.9,4095.96,4051.97,4084.15,5874
2024.10.22,4082.66,4114.79,4082.16,4113.6,3433
2024.10.23,4110.8,4145.81,4083.62,4089.64,10323
2024.10.24,4090.65,4125.3,4090.55,4120.5,3966
2024.10.25,4118.22,4160.76,4096.82,4158.8,8731
2024.10.28,4138.55,4169,4126.85,4165.4,5746
2024.10.29,4163.3,4231.3,4162.47,4229,7197
2024.10.30,4227.5,4257.14,4211.79,4241.05,7716
2024.10.31,4239.48,4246.78,4165.84,4165.84,8825
2024.11.01,4168.35,4202.16,4166.68,4170.85,6847
2024.11.04,4153.07,4166.85,4140.6,4157.19,4839
2024.11.05,4157.16,4158.49,4119.26,4133.15,5446
2024.11.06,4133.26,4197.51,4040.32,4048.3,22943
2024.11.07,4048.4,4057.03,4004.23,4050.07,10394
2024.11.08,4050.16,4097,4031.25,4079.47,10220
2024.11.11,4077.78,4080.03,3975.24,3983.55,11536
2024.11.12,3982.25,4001.53,3958.42,3976.55,8053
2024.11.13,3977.2,4012.54,3964.23,3966.15,8558
2024.11.14,3958.5,3984.74,3924.56,3973.05,10582
2024.11.15,3973.46,3995.5,3955.53,3963.5,6999
2024.11.18,3967.25,4034.71,3966.75,4011.22,9196
2024.11.19,4012.45,4060.35,4010.78,4027.25,8435
2024.11.20,4028.5,4089.16,4016.64,4073.4,10015
2024.11.21,4070.45,4104.73,4069.38,4099.75,4141
2024.11.22,4098.78,4174.53,4098.09,4137.56,77149
2024.11.25,4140.16,4158.09,4025.66,4036.1,142578
2024.11.26,4037.24,4075.95,4022.93,4065.09,160504
2024.11.27,4060.71,4097.78,4052.81,4081.81,38119
2024.11.28,4042.5,4077.2,4040.5,4056.18,44036
2024.11.29,4087.34,4088.56,4058.29,4059.57,8648
2024.12.02,4069.54,4096.1,4032.02,4096.05,51406
2024.12.03,4074.46,4095.88,4058.99,4076.32,67882
2024.12.04,4074.59,4136.03,4072.36,4117.22,52626
2024.12.05,4121,4125.72,4071.54,4077.33,81714
2024.12.06,4080.78,4116.99,4078.79,4097.17,56690
2024.12.09,4129.74,4130.46,4110.79,4124.19,35164
2024.12.10,4171.76,4198.27,4162,4198.05,36641
2024.12.11,4222.06,4245.51,4197.53,4243.65,12812
2024.12.12,4260.96,4264.97,4217.22,4233.03,31248
2024.12.13,4208.33,4230.54,4178.82,4185.92,82795
2024.12.16,4164.04,4193.88,4154.9,4162.9,114153
2024.12.17,4162.31,4181.84,4145.54,4174.05,140399
2024.12.18,4185.86,4199.27,4181.7,4184.49,52331
2024.12.19,4160.25,4205.49,4134.59,4156.7,150688
2024.12.20,4173.98,4212.17,4167.09,4193.29,49968
2024.12.23,4189.52,4210.94,4183.35,4192.16,57417
2024.12.24,4197.98,4202.14,4183.36,4196.8,34442
2024.12.26,4190.3,4244.92,4189.8,4232.97,101807
2024.12.27,4224.65,4225.15,4202.94,4215.86,49311
2024.12.30,4206.32,4216.03,4176.06,4188.15,96892
2024.12.31,4190.41,4248.9,4185.94,4238.91,149990
2025.01.02,4238.72,4288.15,4230.03,4283.38,190870
2025.01.03,4284.49,4290.5,4239.23,4244.67,158420
2025.01.06,4246.12,4249.12,4166.31,4219.09,198429
2025.01.07,4222.82,4253.58,4200.88,4248.61,168717
2025.01.08,4247.14,4300.88,4244.8,4280.8,165915
2025.01.09,4281.82,4317.87,4278.85,4308.58,127479
2025.01.10,4307.48,4388,4302.98,4374.98,175681
2025.01.13,4375.47,4382.65,4311.68,4312.76,177711
2025.01.14,4305.65,4329.49,4298.33,4321.56,163734
2025.01.15,4320.23,4334.91,4292.69,4329.09,152688
2025.01.16,4326.77,4380.5,4315.19,4368.5,177098
2025.01.17,4369.43,4389.02,4354.77,4360.57,139573
2025.01.20,4358.29,4371.26,4305.72,4323.94,116310
2025.01.21,4313.94,4384.41,4307.78,4373.29,174318
2025.01.22,4379.69,4403.28,4371.1,4392.61,131312
2025.01.23,4391.75,4399.52,4359.7,4381.73,144718
2025.01.24,4380.75,4415.57,4377.4,4386.1,132617
2025.01.27,4392.77,4402.98,4349.73,4355.35,127056
2025.01.28,4358.98,4424.57,4358.01,4419.39,100121
2025.01.29,4417.23,4441,4411.41,4427.13,122345
2025.01.30,4423.06,4507.86,4419.06,4499.11,148600
2025.01.31,4501.37,4526.92,4476.29,4506.61,193386
2025.02.03,4549.59,4602.59,4509.58,4518.68,236529
2025.02.04,4514.25,4567.29,4511.08,4541,177945
2025.02.05,4540.03,4578.14,4539.82,4559.52,161546
2025.02.06,4561.25,4583.66,4521.83,4545.16,144676
2025.02.07,4546.98,4603.53,4545.09,4560.64,151856
2025.02.10,4572.96,4635.98,4571.83,4630.33,142566
2025.02.11,4634.12,4691.59,4589.23,4604.87,192432
2025.02.12,4601.88,4637.18,4577.1,4623.11,160977
2025.02.13,4623.11,4666.58,4618.2,4634.18,156011
2025.02.14,4634.11,4644.25,4524.97,4534.51,174732
2025.02.17,4550.91,4565.41,4527.22,4559.63,109830
2025.02.18,4560.23,4624.66,4558.17,4620.39,120462
2025.02.19,4618.14,4638.09,4597.87,4620.76,133789
2025.02.20,4622.07,4640.98,4583.77,4590.61,126140
2025.02.21,4587.65,4627.02,4566.32,4615.22,125963
2025.02.24,4614.19,4653.05,4586.94,4648.91,137596
2025.02.25,4651.98,4655.44,4561.42,4594.02,150258
2025.02.26,4591.19,4632.45,4586.37,4625.52,132799
2025.02.27,4620.44,4631.49,4567.18,4612.9,162242
2025.02.28,4612.9,4628.54,4559.06,4604.21,133906
2025.03.03,4621.29,4650.54,4599.56,4647.83,125201
2025.03.04,4650.12,4699.66,4633.64,4651.18,134946
2025.03.05,4647.23,4668.03,4601.72,4606.15,143880
2025.03.06,4603.13,4612.98,4565.31,4597,145876
2025.03.07,4594.82,4647.53,4569.72,4612.99,135552
2025.03.10,4620.53,4628.31,4576.78,4599.72,139297
2025.03.11,4602.19,4652.39,4590.36,4628.65,135973
2025.03.12,4630.07,4658.07,4612.33,4638.6,130686
2025.03.13,4640.1,4754.2,4638.1,4753.08,131396
2025.03.14,4746.33,4765.61,4709.82,4717.29,117897
2025.03.17,4721.2,4730.17,4690.51,4698.85,95596
2025.03.18,4698.79,4776.69,4696.4,4769.21,114087
2025.03.19,4768.29,4802.72,4758.46,4792.25,102448
2025.03.20,4793.72,4840.16,4787.52,4829.95,124594
2025.03.21,4828.96,4834.96,4781.85,4818.55,116337
2025.03.24,4811.59,4818.78,4780.75,4791.56,126596
2025.03.25,4788.75,4811.3,4770.95,4791.53,100844
2025.03.26,4788.1,4804.05,4767.47,4794.02,105176
2025.03.27,4797.52,4852.34,4790.2,4847.28,132566
2025.03.28,4847.96,4908.48,4846.56,4903.2,119906
2025.03.31,4926.13,5017.15,4889.64,4998.72,146287
2025.04.01,5001.28,5036.76,4939.73,4958.15,129189
2025.04.02,4959.67,4993.87,4899.06,4971.6,116632
2025.04.03,5007.24,5053.22,4785.67,4920.63,248551
2025.04.04,4919.08,5166.83,4909.92,5025.84,244087
2025.04.07,5054.6,5085.96,4931.99,4981.48,238873
2025.04.08,4974.43,5012.25,4939.88,5008.58,219023
2025.04.09,5015.67,5143.64,4970.96,5004.84,245062
2025.04.10,5000.69,5123.83,4986.67,5097.9,229544
2025.04.11,5101.26,5204.04,5092.38,5144.67,238800
2025.04.14,5113.82,5156.64,5054.04,5074.81,151439
2025.04.15,5078.45,5095.7,5033.54,5089.76,112272
2025.04.16,5098.82,5249.03,5095.82,5242.6,159128
2025.04.17,5253.79,5278.88,5147.27,5206.02,162916
2025.04.21,5227.24,5347.32,5220.99,5336.92,141266
2025.04.22,5341.68,5440.56,5269.95,5312.56,243588
2025.04.23,5232.9,5296.1,5082.12,5172.79,242107
2025.04.24,5192.68,5294.99,5174,5224.04,161867
2025.04.25,5241.84,5257.98,5116.35,5181.99,144902
2025.04.28,5195.22,5213.69,5116.4,5196.4,144371
2025.04.29,5201.56,5213.35,5148.79,5195.9,125347
2025.04.30,5193.26,5214.39,5110.61,5136.53,156113
2025.05.01,5127.32,5130.7,5010.95,5066.64,146490
2025.05.02,5073.01,5084.89,4996.05,5023.51,129849
2025.05.05,5023.81,5157.73,5016.75,5152.02,127679
2025.05.06,5152.85,5287.72,5144.24,5287.59,168796
2025.05.07,5250.86,5265.71,5173.72,5236.96,162537
2025.05.08,5247.11,5285.3,5140.23,5162.52,199450
2025.05.09,5172.12,5213.32,5133.62,5190.87,128879
2025.05.12,5104,5121.84,5015.06,5074.95,181706
2025.05.13,5078.96,5095.93,5008.65,5024.61,122954
2025.05.14,5021.64,5032.34,4912.42,4945.3,171218
2025.05.15,4943.89,5055.89,4854.33,5055.39,174039
2025.05.16,5059.96,5076.55,4914.85,4993.2,166390
2025.05.19,5018.01,5071.95,4988.37,5002.32,124508
2025.05.20,4997.73,5136.83,4970.5,5120.29,159314
2025.05.21,5122.69,5166.11,5099.14,5148.84,165895
2025.05.22,5156.49,5197.75,5111.01,5137.89,186117
2025.05.23,5140.05,5213.71,5115.95,5169.92,183326
2025.05.26,5157.91,5157.91,5107.85,5152.79,89808
2025.05.27,5157.92,5166.56,5098.62,5121.12,160343
2025.05.28,5123.82,5162.5,5095.95,5113.25,129946
2025.05.29,5117.91,5164.87,5056.36,5148.97,191571
2025.05.30,5146.17,5156.66,5090.65,5113.43,180156
2025.06.02,5127.9,5211.66,5110.25,5203.96,177511
2025.06.03,5211.5,5222.56,5161.99,5187.56,170337
2025.06.04,5190.62,5210.43,5152.91,5191.97,162709
2025.06.05,5196.32,5226.81,5125.48,5155.08,188916
2025.06.06,5157.79,5190.55,5089.35,5099.78,176490
2025.06.09,5104.12,5117.62,5056.51,5103.7,136648
2025.06.10,5098.33,5128.77,5062.81,5092.39,158925
2025.06.11,5091.07,5159.16,5078.22,5156.4,170683
2025.06.12,5162.83,5207.74,5151.43,5185.05,194322
2025.06.13,5178.05,5322.57,5173.27,5288.77,232556
2025.06.16,5306.12,5320.14,5171.53,5186.18,165254
2025.06.17,5191.35,5242.99,5163.09,5230.56,172389
2025.06.18,5243.04,5243.58,5167.26,5173.97,162734
2025.06.19,5177.26,5226.54,5175.51,5206.47,115040
2025.06.20,5197.31,5223.9,5147.93,5222.88,138212
2025.06.23,5260.12,5301.36,5210.69,5215.19,165038
2025.06.24,5196.59,5200.85,5066.76,5118.42,172707
2025.06.25,5118.58,5132.02,5102.56,5116.19,116006
2025.06.26,5119.61,5127.24,5053.27,5084.75,141602
2025.06.27,5078.68,5078.8,4980.1,5013.48,162897
2025.06.30,5004.68,5043.96,4971.51,5017.66,128793
2025.07.01,5019.13,5106.45,5016.35,5071.51,132810
2025.07.02,5074.81,5116.21,5062.73,5097.01,117838
2025.07.03,5099.77,5117.69,5058.48,5059.52,115032
2025.07.04,5059.42,5102.38,5056.72,5093.82,63720
2025.07.07,5097.06,5142.26,5057.79,5141.45,135463
2025.07.08,5142.88,5150.94,5041.04,5054.09,133689
2025.07.09,5058.34,5071.62,5026.19,5070.26,115386
2025.07.10,5070,5082.74,5036.94,5043.45,104318
2025.07.11,5045.57,5122.56,5036.43,5102.34,135938
2025.07.14,5110.78,5140.98,5095.39,5106.25,119378
2025.07.15,5104.54,5138.8,5079.46,5103.94,118475
2025.07.16,5105.03,5160.4,5097.46,5126.52,138585
2025.07.17,5130.35,5161.97,5114.34,5143.56,118789
2025.07.18,5146.45,5153.6,5122.45,5148.89,98110
2025.07.21,5143.18,5211.69,5137.67,5207.26,114780
2025.07.22,5208.33,5245.74,5192.26,5230.47,129826
2025.07.23,5235.41,5245.89,5130.2,5130.2,143330
2025.07.24,5136.08,5142.06,5072.19,5111.16,129600
2025.07.25,5113.48,5118.05,5072.17,5081.42,120716
2025.07.28,5059.8,5122.57,5056.84,5083.31,130748
2025.07.29,5079.32,5121.8,5074.83,5106.59,127345
2025.07.30,5107.32,5137.34,5077.59,5090.48,149841
2025.07.31,5088.03,5145.88,5085.28,5121.03,134775
2025.08.01,5123.29,5206.56,5104.71,5191.81,165310
2025.08.04,5196.95,5226.1,5166.92,5214.65,111780
2025.08.05,5217.27,5243.6,5185,5221.56,107456
2025.08.06,5223.99,5227.8,5167.16,5179.87,103227
2025.08.07,5184.55,5220.87,5163.48,5202.4,188115
2025.08.08,5201.84,5217.4,5181.51,5208.31,249343
2025.08.11,5211.2,5213.09,5129.59,5129.95,158076
2025.08.12,5132.46,5164.82,5114.49,5127.61,130329
2025.08.13,5129.45,5147.07,5115.89,5126.34,88034
2025.08.14,5128.92,5162.69,5112.77,5132.48,121269
2025.08.15,5132.77,5150.58,5111.38,5123.87,81689
2025.08.18,5120.59,5149.73,5105.16,5132.86,80362
2025.08.19,5131.67,5155.4,5120.37,5137.12,85206
2025.08.20,5137.85,5210.46,5132.38,5202.45,87843
2025.08.21,5206.67,5211.05,5170.93,5199.56,84487
2025.08.22,5200.27,5206.53,5169.54,5190.99,104606
2025.08.25,5188.18,5201.03,5176.31,5191.55,65648
2025.08.26,5192.03,5223.93,5170.42,5223.93,98017
2025.08.27,5219.26,5233.55,5201.06,5220.61,83702
2025.08.28,5221.49,5239.92,5192.22,5231.21,87212
2025.08.29,5229.31,5276.55,5210.48,5271.38,95768
2025.09.01,5266.77,5330.48,5254.55,5305.33,103790
2025.09.02,5302,5429.66,5300.09,5419.7,179565
2025.09.03,5416.6,5465.47,5405.44,5441.62,159681
2025.09.04,5439.89,5462.19,5372.08,5438.6,152614
2025.09.05,5436.16,5489.63,5415.39,5471.75,153619
2025.09.08,5477.77,5534.81,5455.59,5516.56,142047
2025.09.09,5512.88,5563.52,5500,5508.52,138663
2025.09.10,5507.69,5538.74,5493.66,5505.62,117713
2025.09.11,5508.79,5516.43,5450.12,5454.62,185291
2025.09.12,5455.55,5501.46,5447.01,5478.76,105053
2025.09.15,5482.19,5526.79,5450.1,5517.09,114557
2025.09.16,5516.22,5548.02,5508.1,5519.25,112802
2025.09.17,5522.06,5532.57,5476.97,5499.7,147046
2025.09.18,5498.94,5527.59,5487.22,5510.86,155716
2025.09.19,5507.86,5590.61,5497.56,5588.2,126300
2025.09.22,5593.71,5680.38,5586.97,5677.82,127069
2025.09.23,5674.91,5739.39,5664.2,5702.94,155699
2025.09.24,5703,5722.68,5649.37,5675.51,122578
2025.09.25,5678.69,5750.15,5655.28,5734.87,141249
2025.09.26,5727.22,5787.42,5708.47,5742.88,123132
2025.09.29,5749.23,5834.56,5742.97,5827.89,166281
2025.09.30,5826.68,5868.39,5740.44,5835.63,168848
2025.10.01,5834.79,5888.91,5828.26,5843.12,159648
2025.10.02,5841.67,5898.65,5806.21,5845.32,141835
2025.10.03,5846.76,5890.58,5818.57,5886.75,138458
2025.10.06,5897.12,5999.24,5893.97,5984.77,205416
2025.10.07,5984.2,6057.22,5979.09,6056.83,203255
2025.10.08,6054.68,6172.06,6052.02,6134.55,193645
2025.10.09,6126.63,6147.6,6022.43,6065.2,309766
2025.10.10,6064.68,6202.56,6012.04,6199.6,310357
2025.10.13,6172.66,6312.02,6164.07,6311.76,232424
2025.10.14,6309.76,6455.26,6299.22,6390.03,309435
2025.10.15,6377.05,6474.3,6377.05,6459.78,228773
2025.10.16,6463.72,6675.16,6446.51,6672.24,258118
2025.10.17,6682.34,6764.59,6455.26,6537.27,489581
2025.10.20,6557.73,6725.85,6487.32,6687.68,302617
2025.10.21,6696.91,6713.64,6296.57,6358.51,409914
2025.10.22,6348.76,6393.09,6167.59,6318.26,418250
2025.10.23,6332,6380.73,6268.01,6328.11,277743
2025.10.24,6333.02,6362.26,6224.34,6312.3,266052
2025.10.27,6273.55,6280.41,6065.69,6070.16,296003
2025.10.28,6082.26,6128.5,5935.69,5998.18,251183
2025.10.29,6006.06,6115.65,5945.15,5975.67,285706
2025.10.30,5964.56,6146.73,5938.87,6139.59,360117
2025.10.31,6132.97,6173.14,6074.03,6113.27,326964
2025.11.03,6104.03,6171.54,6054.12,6119.72,227549
2025.11.04,6122.92,6154.2,6057.95,6061.01,234424
2025.11.05,6064.78,6144.45,6058.25,6114.27,195260
2025.11.06,6098.77,6177.61,6094.66,6137.17,217180
2025.11.07,6138.31,6218.26,6136.92,6157.21,185603
2025.11.10,6163.9,6297.52,6159.73,6296.65,217192
2025.11.11,6297.92,6360.64,6274.65,6320.17,206710
2025.11.12,6325.6,6435.76,6282.15,6415.17,271744
2025.11.13,6428.34,6465.22,6350.5,6387.44,334573
2025.11.14,6392.97,6434.43,6181.02,6240.86,397955
2025.11.17,6264.11,6284.92,6179.59,6228.43,233163
2025.11.18,6231.54,6275.58,6166.82,6249.06,263834
2025.11.19,6246.01,6368.17,6245.62,6291.94,256071
2025.11.20,6304.76,6336.85,6238.8,6331.58,318992
2025.11.21,6319.41,6352.62,6239.87,6296.15,321363
2025.11.24,6291.19,6403.65,6251.15,6399.61,214537
2025.11.25,6393.45,6429.67,6369.27,6384.16,235062
2025.11.26,6387.36,6431.5,6369.1,6387.45,205838
2025.11.27,6387.19,6393.01,6342.31,6365.43,124596
2025.11.28,6362.51,6452.66,6362.51,6439.96,174613
2025.12.01,6437.38,6505.64,6417.84,6467.91,324155
2025.12.02,6466.72,6472.12,6339.33,6407.09,241359
2025.12.03,6396.86,6438,6356.59,6366.46,316260
2025.12.04,6371.45,6382.75,6315.08,6368.87,281374
2025.12.05,6368.64,6406.1,6313.02,6320.78,261839
2025.12.08,6323.84,6350.48,6307.56,6323.75,248869
2025.12.09,6325.61,6348.92,6280.74,6337.46,292564
2025.12.10,6334.64,6361.1,6294.83,6331.18,279467
2025.12.11,6336.12,6424.69,6316.14,6424.16,313406
2025.12.12,6424.13,6534.5,6389.92,6463.08,361605
2025.12.15,6473.2,6542.2,6453.88,6481.18,284932
2025.12.16,6482.51,6525.19,6437.05,6485.34,285883
2025.12.17,6487.67,6579.17,6486.76,6567.95,275776
2025.12.18,6568.29,6603.85,6509.8,6551.41,336952
2025.12.19,6553.25,6586.94,6513.38,6563.61,247550
2025.12.22,6565.2,6682.55,6561.98,6674.71,225604
2025.12.23,6679.17,6743.94,6633.35,6694.85,303875
2025.12.24,6696.17,6751.18,6629.27,6678.28,268310
2025.12.26,6694.09,6777.9,6691.26,6750.3,436777
2025.12.29,6752.42,6763.41,6435.03,6470.1,480351
2025.12.30,6482.85,6570.04,6456.97,6478.5,384490
2025.12.31,6481.11,6530.83,6389.67,6464.78,406427
2026.01.02,6485.69,6576.32,6450.63,6472.25,299683
2026.01.05,6512.02,6653.33,6501.35,6624.43,354213
2026.01.06,6632.26,6673.29,6598,6669.65,286202
2026.01.07,6673.33,6684.11,6574.71,6629.22,295622
2026.01.08,6636.44,6687.85,6583.62,6681.72,302830
2026.01.09,6678.35,6761.2,6648.57,6743.74,270221
2026.01.12,6759.2,6893.31,6759.2,6843.24,308940
2026.01.13,6849.53,6915.59,6814.45,6865.4,300642
2026.01.14,6865.06,6950.77,6864.4,6925,320334
2026.01.15,6912.76,6915.85,6858,6887.15,313061
2026.01.16,6891.85,6902.23,6790.68,6874.18,269045
2026.01.19,6960.68,7011.63,6948.6,6956.15,187327
2026.01.20,6952.43,7078.04,6941.71,7068.62,295030
2026.01.21,7069.72,7252.34,7036.78,7139.89,376348
2026.01.22,7124.12,7220.96,7029.75,7214.33,282833
2026.01.23,7238.28,7259.36,7155.26,7226.65,280687
2026.01.26,7250.26,7384.41,7212.34,7242.79,467849
2026.01.27,7282.02,7403.08,7247.7,7378.25,418292
2026.01.28,7397.04,7681.64,7359.12,7678,496050
2026.01.29,7723.72,7930.73,7324.88,7627.84,333014
2026.01.30,7705.56,7735.87,6762.47,6981.25,102007
2026.02.02,6832.28,7006.48,6367.67,6709.24,115042
2026.02.03,6776.7,7111.13,6771.24,7036.92,276234
2026.02.04,7053.3,7243.42,6951.07,7089.65,175988
2026.02.05,7128.71,7177.91,6867.88,6892.37,143514
2026.02.06,6887.94,7080.33,6745.52,7066.28,127831
2026.02.09,7096.53,7175.55,7063.23,7150.51,34355

